dataset,split,sim_idx,frame,frame_frac,p_ratio,final_p_ratio,z0,z1,y_state_mean_y_disp,y_velocity_mean_y_disp,y_accel_mean_y_disp,y_state_rms_y_disp,y_velocity_rms_y_disp,y_accel_rms_y_disp,y_state_vertical_strain,y_velocity_vertical_strain,y_accel_vertical_strain,y_state_top_bottom_opening,y_velocity_top_bottom_opening,y_accel_top_bottom_opening,z1_residual_from_z0
dePablo CV2,test,2,14,0.0979020979020979,0.048534798534798536,0.0034385083193314795,-0.3439861536026001,-1.4574978351593018,-5.775892077508615e-06,-3.043664946744684e-07,2.580486579972785e-07,0.0004820534959435463,3.69134359061718e-05,-2.6408815756440163e-07,-1.2311804571320647e-05,-2.750509531890783e-06,-1.3752547659453899e-06,0.00025462586199864745,2.198619768023491e-06,-7.6263968367129564e-06,-1.563513964990231
dePablo CV2,test,2,15,0.1048951048951049,0.04661107547573231,0.0034385083193314795,-0.3343353271484375,-1.4348690509796143,-6.080258572183084e-06,-4.6317836677189916e-08,-6.135292096587364e-07,0.0005189669318497181,3.66493477486074e-05,1.3720709830522537e-06,-1.506231410321143e-05,-4.125764297836173e-06,1.3752547659453899e-06,0.00025682448176667094,-5.4277770686894655e-06,4.741625161841512e-06,-1.5401555569380394
dePablo CV2,test,2,16,0.11188811188811189,0.044156972857333866,0.0034385083193314795,-0.32460445165634155,-1.4117274284362793,-6.126576408860274e-06,-6.598470463359263e-07,9.659675015427638e-07,0.0005556162795983255,3.802141873165965e-05,-1.3298704288899899e-06,-1.9188078401047603e-05,-2.750509531890783e-06,-7.203715440666344e-07,0.0002513967046979815,-6.861519068479538e-07,-4.488712875172496e-06,-1.5162782586374914
dePablo CV2,test,2,17,0.11888111888111888,0.042554530861477445,0.0034385083193314795,-0.31492555141448975,-1.3888781070709229,-6.7864234551962e-06,3.061204552068375e-07,-8.984261512523517e-07,0.0005936376983299851,3.669154830276966e-05,1.5129335224628448e-06,-2.1938587932938386e-05,-3.4708810759574176e-06,6.548832218787894e-08,0.0002507105527911335,-5.17486478202045e-06,3.7529098335653543e-06,-1.4926971909590518
dePablo CV2,test,2,18,0.1258741258741259,0.04050557620817844,0.0034385083193314795,-0.3051016926765442,-1.365680456161499,-6.4803029999893624e-06,-5.923056960455142e-07,8.249708116636612e-07,0.0006303292466327548,3.8204481825232506e-05,-6.862101145088673e-07,-2.5409469008895804e-05,-3.4053927537695387e-06,-7.203715440666344e-07,0.0002455356880091131,-1.4219549484550953e-06,-3.845867468044162e-06,-1.4687568345529167
dePablo CV2,test,2,19,0.13286713286713286,0.03914550629879097,0.0034385083193314795,-0.29551994800567627,-1.3429930210113525,-7.072608696034877e-06,2.3266511561814696e-07,-7.34150944481371e-07,0.0006685337284579873,3.751827171072364e-05,1.270498614758253e-06,-2.8814861762665343e-05,-4.125764297836173e-06,6.548832218787555e-07,0.00024411373306065798,-5.267822416499257e-06,4.729692591354251e-06,-1.4453449982662139
dePablo CV2,test,2,20,0.13986013986013987,0.03747354887097206,0.0034385083193314795,-0.2858230769634247,-1.3199424743652344,-6.83994358041673e-06,-5.01485828863224e-07,2.9460261430358514e-07,0.000706052000168711,3.878877032548189e-05,-5.788751877844334e-07,-3.2940626060501516e-05,-3.4708810759574176e-06,-5.893948996908799e-07,0.00023884591064415872,-5.381298251450062e-07,-3.9785809349268675e-06,-1.4215613466746673
dePablo CV2,test,2,21,0.14685314685314685,0.03633672714282069,0.0034385083193314795,-0.27617931365966797,-1.2971735000610352,-7.341429409279954e-06,-2.0688321455963887e-07,2.5292683858424425e-07,0.0007448407704941928,3.820989513769746e-05,7.249764166772366e-07,-3.641150713645893e-05,-4.0602759756482975e-06,-1.309766443757511e-07,0.00023830778081901371,-4.516710760071874e-06,1.989334123209119e-06,-1.3980632824877912
dePablo CV2,test,2,22,0.15384615384615385,0.03495992398957293,0.0034385083193314795,-0.26636114716529846,-1.2738173007965088,-7.5483126238395926e-06,4.604362402460538e-08,-2.7901432986254804e-07,0.0007830506656318903,3.8934871554374695e-05,-9.615905582904816e-08,-4.047178311210723e-05,-4.191252620024049e-06,1.3097664437574432e-07,0.00023379107005894184,-2.527376636862755e-06,-4.103698302060366e-06,-1.3739648080727858
dePablo CV2,test,2,23,0.16083916083916083,0.03389435404913982,0.0034385083193314795,-0.25689420104026794,-1.2513537406921387,-7.502268999814987e-06,-2.3297070583794266e-07,1.1925658327527344e-07,0.000821985537186265,3.883871249854565e-05,2.6402994990348816e-07,-4.466303573213128e-05,-4.060275975648304e-06,6.54883221878769e-07,0.00023126369342207909,-6.6310749389231205e-06,3.534005372785032e-06,-1.3507855258563937
dePablo CV2,test,2,24,0.16783216783216784,0.03269054588519205,0.0034385083193314795,-0.24726352095603943,-1.2283902168273926,-7.73523970565293e-06,-1.1371412256266922e-07,-1.4274064596975222e-07,0.0008608242496848106,3.9102742448449135e-05,-4.600733518600464e-07,-4.8723311707779584e-05,-3.4053927537695353e-06,-7.203715440666378e-07,0.00022463261848315597,-3.0970695661380887e-06,-1.5546393115073442e-06,-1.327093901229368
dePablo CV2,test,2,25,0.17482517482517482,0.031797798613942115,0.0034385083193314795,-0.237669438123703,-1.2055821418762207,-7.848953828215599e-06,-2.5645476853242144e-07,-1.7641377780819312e-07,0.0008999269921332598,3.864266909658909e-05,4.561152309179306e-07,-5.212870446154912e-05,-4.125764297836173e-06,6.548832218787555e-07,0.00022153554891701788,-4.651708877645433e-06,1.0176299838349223e-06,-1.3035604923492834
dePablo CV2,test,2,26,0.18181818181818182,0.030868273357543743,0.0034385083193314795,-0.22797903418540955,-1.182464361190796,-8.10540859674802e-06,-4.3286854634061456e-07,6.502650649053976e-07,0.0009385696612298489,3.909878432750702e-05,-4.9942173063755035e-08,-5.625446875938529e-05,-3.4708810759574176e-06,-1.309766443757511e-06,0.00021688384003937244,-3.6340788938105106e-06,-8.01592250354588e-07,-1.2797100956458245
dePablo CV2,test,2,27,0.1888111888111888,0.030010334684792115,0.0034385083193314795,-0.21843339502811432,-1.159822940826416,-8.538277143088635e-06,2.1739651856478304e-07,-6.94073605700396e-07,0.0009776684455573559,3.9048842154443264e-05,4.473840817809105e-07,-5.972534983534271e-05,-4.7806475197149285e-06,1.3097664437575042e-06,0.00021324976114556193,-4.435671144165099e-06,7.783964974805713e-07,-1.256347003801748
dePablo CV2,test,2,28,0.1958041958041958,0.029191344181856517,0.0034385083193314795,-0.20877239108085632,-1.136866569519043,-8.320880624523852e-06,-4.7667708713561296e-07,3.6677556636277586e-07,0.0010167172877117991,3.9496226236224174e-05,-1.150183379650116e-07,-6.450599735505764e-05,-3.4708810759574244e-06,6.548832218788232e-08,0.00020881409000139683,-3.6572746466845274e-06,-8.083006832748652e-07,-1.2326602391808328
dePablo CV2,test,2,29,0.20279720279720279,0.028393210802006404,0.0034385083193314795,-0.199196457862854,-1.1140308380126953,-8.797557711659465e-06,-1.099015207728371e-07,6.897607818245888e-09,0.0010562135139480233,3.938120789825916e-05,-1.043081283569336e-07,-6.797687843101506e-05,-3.405392753769542e-06,-1.440743088133262e-06,0.0002051568153547123,-4.4655753299593925e-06,-9.171781130135059e-07,-1.2091005458966475
dePablo CV2,test,2,30,0.2097902097902098,0.027647048297335504,0.0034385083193314795,-0.18953143060207367,-1.0909690856933594,-8.907459232432302e-06,-1.0300391295459121e-07,-1.1229167284909636e-07,0.0010955947218462825,3.927689976990223e-05,1.130392774939537e-07,-7.13822711847846e-05,-4.846135841902804e-06,7.858598662545066e-07,0.00020069124002475291,-5.3827534429728985e-06,7.698690751567483e-07,-1.185308096092349
dePablo CV2,test,2,31,0.21678321678321677,0.0268978298145037,0.0034385083193314795,-0.17994984984397888,-1.0680463314056396,-9.010463145386893e-06,-2.1529558580368757e-07,2.1521282178582624e-07,0.0011348716216161847,3.938993904739618e-05,5.990732461214066e-07,-7.622840702668741e-05,-4.0602759756482975e-06,6.548832218787555e-07,0.00019530848658178002,-4.61288436781615e-06,-4.81479219160974e-07,-1.1616609530602418
dePablo CV2,test,2,32,0.22377622377622378,0.026330804860038935,0.0034385083193314795,-0.17047490179538727,-1.0455009937286377,-9.225758731190581e-06,-8.276401786133647e-11,-2.730021151364781e-07,0.001174261560663581,3.998901229351759e-05,1.8277205526828766e-08,-8.02886830023357e-05,-3.405392753769542e-06,-7.858598662545066e-07,0.00019069560221396387,-5.094363586977124e-06,2.2821768652647734e-06,-1.1383992883080591
dePablo CV2,test,2,33,0.23076923076923078,0.02566689995280025,0.0034385083193314795,-0.16087216138839722,-1.022620439529419,-9.225841495208442e-06,-2.7308487915433943e-07,1.4611487131332979e-07,0.0012142505729570985,4.000728949904442e-05,-5.523907020688057e-07,-8.369407575610525e-05,-4.191252620024049e-06,1.309766443757511e-07,0.00018560123862698674,-2.812186721712351e-06,-5.457870429381728e-06,-1.1147927456480928
dePablo CV2,test,2,34,0.23776223776223776,0.025152463108667488,0.0034385083193314795,-0.15135438740253448,-0.9999262690544128,-9.498926374362782e-06,-1.2697000784100965e-07,-1.0757867130450904e-07,0.001254257862456143,3.945489879697561e-05,3.5995617508888245e-07,-8.78853283761293e-05,-4.0602759756482975e-06,-7.858598662545066e-07,0.0001827890519052744,-8.270057151094079e-06,4.440749762579799e-06,-1.091379010362118
dePablo CV2,test,2,35,0.24475524475524477,0.02440484413132569,0.0034385083193314795,-0.14171263575553894,-0.9768062233924866,-9.625896382203791e-06,-2.345486791455187e-07,3.452933015068993e-07,0.0012937127612531185,3.9814854972064495e-05,2.059387043118477e-07,-9.19456043517776e-05,-4.846135841902804e-06,1.440743088133262e-06,0.0001745189947541803,-3.82930738851428e-06,-3.825844032689929e-06,-1.067530026903225
dePablo CV2,test,2,36,0.2517482517482518,0.02389516574379487,0.0034385083193314795,-0.13229797780513763,-0.9542890787124634,-9.86044506134931e-06,1.1074462236138061e-07,-4.921885192743503e-07,0.001333527616225183,4.002079367637634e-05,-5.925539880990982e-08,-9.67917401936804e-05,-3.405392753769542e-06,-7.858598662545066e-07,0.00017068968736566603,-7.65515142120421e-06,5.443318514153361e-06,-1.0443011132130868
dePablo CV2,test,2,37,0.25874125874125875,0.02326560843487227,0.0034385083193314795,-0.12265317887067795,-0.9311658143997192,-9.74970043898793e-06,-3.8144389691296965e-07,-3.070272214245051e-08,0.0013735484099015594,3.996153827756643e-05,1.5890691429376602e-07,-0.00010019713294744994,-4.191252620024049e-06,1.309766443757511e-07,0.00016303453594446182,-2.211832907050848e-06,-4.5102788135409355e-06,-1.020448680721689
dePablo CV2,test,2,38,0.26573426573426573,0.02292332494272704,0.0034385083193314795,-0.11312887817621231,-0.9085003137588501,-1.0131144335900899e-05,-4.1214661905542016e-07,6.151440175017342e-07,0.0014135099481791258,4.01204451918602e-05,-3.237510100007057e-07,-0.00010438838556747399,-4.0602759756482975e-06,5.893948996908732e-07,0.00016082270303741097,-6.7221117205917835e-06,4.167624865658581e-06,-0.9970631218362132
dePablo CV2,test,2,39,0.2727272727272727,0.02237777655294053,0.0034385083193314795,-0.10351825505495071,-0.8854771852493286,-1.054329095495632e-05,2.0299739844631404e-07,-2.7829446480609477e-07,0.001453630393370986,3.979669418185949e-05,3.156019374728203e-07,-0.00010844866154312229,-3.4708810759574244e-06,-1.309766443757511e-06,0.0001541005913168192,-2.5544868549332023e-06,-5.731373676098883e-06,-0.973313408915272
dePablo CV2,test,2,40,0.27972027972027974,0.022034126024452507,0.0034385083193314795,-0.09396331757307053,-0.8627580404281616,-1.0340293556510005e-05,-7.529706635978073e-08,-6.997597665758803e-07,0.0014934270875528455,4.0112296119332314e-05,9.73232090473175e-08,-0.00011191954261907971,-4.780647519714935e-06,6.54883221878769e-07,0.000151546104461886,-8.285860531032085e-06,5.8188161347061396e-06,-0.9498718896404584
dePablo CV2,test,2,41,0.2867132867132867,0.02147408164870605,0.0034385083193314795,-0.08440563827753067,-0.8398619890213013,-1.0415590622869786e-05,-7.750568329356611e-07,1.11984718387248e-06,0.0015335393836721778,4.020961932837963e-05,-2.582091838121414e-07,-0.00011670019013879465,-4.125764297836166e-06,0.0,0.0001432602439308539,-2.467044396325946e-06,-5.811933078803122e-06,-0.9262532564927612
dePablo CV2,test,2,42,0.2937062937062937,0.021144517400709082,0.0034385083193314795,-0.07496637105941772,-0.8172450661659241,-1.1190647455805447e-05,3.4479035093681887e-07,-7.182916306192055e-07,0.0015737490030005574,3.995141014456749e-05,1.7648562788963318e-07,-0.00012082595443663081,-4.125764297836166e-06,-1.3552527156068805e-20,0.00014079319953452796,-8.278977475129068e-06,3.380540874786675e-06,-0.9029227041120795
dePablo CV2,test,2,43,0.3006993006993007,0.020641628325665132,0.0034385083193314795,-0.06548509001731873,-0.7943800687789917,-1.0845857104868628e-05,-3.7350127968238667e-07,2.4284145183628425e-07,0.001613700413145125,4.012789577245712e-05,4.7567300498485565e-07,-0.00012495171873446698,-4.12576429783618e-06,6.54883221878769e-07,0.0001325142220593989,-4.898436600342393e-06,-1.9255749066360295e-06,-0.8793409008616192
dePablo CV2,test,2,44,0.3076923076923077,0.020271508693898998,0.0034385083193314795,-0.05594905838370323,-0.7714611887931824,-1.1219358384551015e-05,-1.3065982784610242e-07,5.8601472119335085e-08,0.001653828308917582,4.060356877744198e-05,-5.221227183938026e-07,-0.00012907748303230316,-3.470881075957411e-06,-5.893948996908867e-07,0.0001276157854590565,-6.824011506978422e-06,3.4151162253692746e-06,-0.8557010757461999
dePablo CV2,test,2,45,0.3146853146853147,0.01982244632167565,0.0034385083193314795,-0.046420868486166,-0.7486434578895569,-1.1350018212397117e-05,-7.205835572676733e-08,-1.1054271453758702e-07,0.001694431877695024,4.0081446059048176e-05,3.4284312278032303e-07,-0.00013254836410826057,-4.0602759756482975e-06,-7.858598662545337e-07,0.00012079177395207807,-3.4088952816091478e-06,-4.856745363213122e-06,-0.8321629925655945
dePablo CV2,test,2,46,0.32167832167832167,0.019544583157993175,0.0034385083193314795,-0.037009041756391525,-0.7261296510696411,-1.1422076568123884e-05,-1.8260107026435435e-07,-3.097684384556487e-07,0.0017345133237540722,4.04242891818285e-05,-3.0873343348503113e-07,-0.00013660864008390887,-4.846135841902831e-06,7.858598662545337e-07,0.00011738287867046893,-8.26564064482227e-06,2.5903500500135124e-06,-0.8089376307821188
dePablo CV2,test,2,47,0.32867132867132864,0.019073008317982632,0.0034385083193314795,-0.027488069608807564,-0.703190267086029,-1.1604677638388239e-05,-4.923695087200031e-07,6.864929673611186e-07,0.0017749376129359007,4.011555574834347e-05,1.130392774939537e-07,-0.0001414547759258117,-4.0602759756482975e-06,-1.3097664437573754e-07,0.00010911723802564666,-5.675290594808757e-06,-9.43757186178118e-07,-0.7852784401994224
dePablo CV2,test,2,48,0.3356643356643357,0.01875567207824947,0.0034385083193314795,-0.01800929196178913,-0.6803068518638611,-1.2097047147108242e-05,1.9412345864111558e-07,-4.3270756577840075e-07,0.0018150531686842442,4.022859502583742e-05,3.752065822482109e-07,-0.00014551505190146,-4.191252620024035e-06,1.3097664437573754e-07,0.0001034419474308379,-6.619047780986875e-06,5.832480383105576e-07,-0.7616784083759437
dePablo CV2,test,2,49,0.34265734265734266,0.018373193138040412,0.0034385083193314795,-0.008432714268565178,-0.6573981642723083,-1.1902923688467126e-05,-2.3858410713728517e-07,7.191374606918544e-08,0.0018552817637100816,4.060380160808563e-05,-4.782341420650482e-07,-0.00014970630452148403,-4.0602759756482975e-06,-6.548832218788232e-08,9.682289964985102e-05,-6.035799742676318e-06,7.345661288127303e-07,-0.7380457102827979
dePablo CV2,test,2,50,0.34965034965034963,0.01808090694947887,0.0034385083193314795,0.0009498805738985538,-0.6348246932029724,-1.2141507795604412e-05,-1.6667036106809974e-07,2.3433130991179496e-07,0.0018958855653181672,4.0125567466020584e-05,8.546048775315285e-07,-0.00015376658049713233,-4.12576429783618e-06,0.0,9.07870999071747e-05,-5.301233613863587e-06,-1.2180025805719197e-06,-0.7147628942453798
dePablo CV2,test,2,51,0.35664335664335667,0.017812885603096427,0.0034385083193314795,0.010534340515732765,-0.6118013262748718,-1.2308178156672511e-05,6.766094884369522e-08,-3.447530616540462e-08,0.0019360111327841878,4.098017234355211e-05,-8.981442078948021e-07,-0.0001578923447949685,-4.12576429783618e-06,2.710505431213761e-20,8.548586629331112e-05,-6.519236194435507e-06,9.124487405642867e-07,-0.691014920900219
dePablo CV2,test,2,52,0.36363636363636365,0.017460563744504783,0.0034385083193314795,0.019930047914385796,-0.589205801486969,-1.2240517207828816e-05,3.3185642678290606e-08,-7.61158844397869e-07,0.00197699130512774,4.008202813565731e-05,7.2503462433815e-07,-0.0001620181090928047,-4.125764297836153e-06,-6.548832218787961e-07,7.896663009887561e-05,-5.60678745387122e-06,-1.6235644579865038e-06,-0.66770905980592
dePablo CV2,test,2,53,0.3706293706293706,0.01719378019568836,0.0034385083193314795,0.02946004830300808,-0.5662960410118103,-1.2207331565150525e-05,-7.279732017195784e-07,8.443421393167228e-07,0.002017073333263397,4.080706275999546e-05,2.146698534488678e-07,-0.00016614387339064084,-4.780647519714949e-06,1.309766443757538e-06,7.335984264500439e-05,-7.230351911857724e-06,1.4834404282737523e-06,-0.644078810176642
dePablo CV2,test,2,54,0.3776223776223776,0.016885329189205343,0.0034385083193314795,0.03888972848653793,-0.5434792637825012,-1.2935304766870104e-05,1.163689375971444e-07,1.296293703489937e-07,0.0020578803960233927,4.102173261344433e-05,-9.899958968162537e-07,-0.0001709245209103558,-3.470881075957411e-06,-6.54883221878769e-07,6.612949073314667e-05,-5.746911483583972e-06,-1.4949400792829692e-06,-0.6205491282230942
dePablo CV2,test,2,55,0.38461538461538464,0.016618574852056537,0.0034385083193314795,0.04826660454273224,-0.5209664106369019,-1.281893582927296e-05,2.459983079461381e-07,-7.106509656296112e-07,0.002098902128636837,4.0031736716628075e-05,1.4547258615493774e-06,-0.0001743954019863132,-4.12576429783618e-06,-7.203715440666243e-07,6.0382579249562696e-05,-7.241851562866941e-06,5.664333002641797e-07,-0.5973273624623312
dePablo CV2,test,2,56,0.3916083916083916,0.016350763259777315,0.0034385083193314795,0.05779499188065529,-0.4980425238609314,-1.2572937521326821e-05,-4.646526576834731e-07,3.4224649425596e-07,0.002138933865353465,4.148646257817745e-05,-7.338821887969971e-07,-0.00017852116628414938,-4.846135841902804e-06,7.858598662545066e-07,5.3140727686695755e-05,-6.675418262602761e-06,-1.5466503100469708e-06,-0.5736831084824499
dePablo CV2,test,2,57,0.3986013986013986,0.016084576175193505,0.0034385083193314795,0.06714055687189102,-0.4754598140716553,-1.3037590179010294e-05,-1.224061634275131e-07,-5.8803379943128675e-08,0.0021804203279316425,4.0752580389380455e-05,-1.487787812948227e-07,-0.00018336730212605218,-4.0602759756482975e-06,-6.548832218788232e-08,4.646530942409299e-05,-8.222068572649732e-06,3.019773430423811e-06,-0.5503938532639269
dePablo CV2,test,2,58,0.40559440559440557,0.01576154516948995,0.0034385083193314795,0.07665099203586578,-0.4524332284927368,-1.3159996342437807e-05,-1.8120954337064177e-07,-1.384414645144716e-07,0.002221172908321023,4.060380160808563e-05,1.9837170839309692e-07,-0.00018742757810170048,-4.12576429783618e-06,-6.548832218787419e-07,3.824324085144326e-05,-5.202295142225921e-06,-3.134076905553229e-06,-0.5266482577052419
dePablo CV2,test,2,59,0.4125874125874126,0.015521832707109766,0.0034385083193314795,0.08607860654592514,-0.42979586124420166,-1.334120588580845e-05,-3.1965100788511336e-07,9.254863471142016e-07,0.0022617767099291086,4.080217331647873e-05,-8.218921720981598e-08,-0.00019155334239953666,-4.780647519714922e-06,5.893948996908596e-07,3.304094570921734e-05,-8.33637204777915e-06,3.5682478483067825e-06,-0.5032981419019612
dePablo CV2,test,2,60,0.4195804195804196,0.015272583783977688,0.0034385083193314795,0.09545823186635971,-0.4070182740688324,-1.3660856893693563e-05,6.058353392290883e-07,-8.915803846321069e-07,0.0023025788832455873,4.071998409926891e-05,4.4330954551696777e-07,-0.00019633398991925158,-4.191252620024062e-06,1.3097664437576465e-07,2.470457366143819e-05,-4.768124199472368e-06,-3.815212949120905e-06,-0.47981143426095757
dePablo CV2,test,2,61,0.42657342657342656,0.015032287660115036,0.0034385083193314795,0.10485414415597916,-0.38450655341148376,-1.3055021554464474e-05,-2.857450454030186e-07,-4.495750545174815e-07,0.0023432988673448563,4.116329364478588e-05,-1.0542571544647217e-06,-0.00020052524253927565,-4.0602759756482975e-06,5.893948996908867e-07,1.993644946196582e-05,-8.583337148593273e-06,3.7287245504558086e-06,-0.4565893618070016
dePablo CV2,test,2,62,0.43356643356643354,0.014746471782943044,0.0034385083193314795,0.11431461572647095,-0.3616521954536438,-1.3340766599867493e-05,-7.353200999205001e-07,8.088791219051927e-07,0.002384462160989642,4.010903649032116e-05,5.341134965419769e-07,-0.00020458551851492394,-3.470881075957411e-06,-6.54883221878769e-07,1.1353112313372549e-05,-4.854612598137464e-06,-3.4123859222745523e-06,-0.43301977122781454
dePablo CV2,test,2,63,0.4405594405594406,0.014572478004612624,0.0034385083193314795,0.12377195805311203,-0.338871568441391,-1.4076086699787993e-05,7.355902198469266e-08,-3.246259439038113e-08,0.0024245711974799633,4.0643149986863136e-05,6.237532943487167e-07,-0.00020805639959088135,-4.12576429783618e-06,-6.548832218787419e-07,6.498499715235084e-06,-8.266998520412017e-06,2.550334102124907e-06,-0.40952414817198624
dePablo CV2,test,2,64,0.44755244755244755,0.014344934287420013,0.0034385083193314795,0.13322584331035614,-0.31593000888824463,-1.40025276778033e-05,4.1096427594311535e-08,-1.0125950211659074e-07,0.0024652143474668264,4.126690328121185e-05,-1.0300427675247192e-06,-0.00021218216388871753,-4.780647519714922e-06,6.548832218787419e-07,-1.7684988051769324e-06,-5.71666441828711e-06,-3.6455503504839726e-06,-0.38586785393737394
dePablo CV2,test,2,65,0.45454545454545453,0.014158090396509327,0.0034385083193314795,0.14252078533172607,-0.29347628355026245,-1.3961431250208989e-05,-6.01630745222792e-08,-4.415715011418797e-07,0.0025064812507480383,4.0236860513687134e-05,7.583294063806534e-07,-0.00021696281140843246,-4.12576429783618e-06,7.203715440666514e-07,-7.485163223464042e-06,-9.362214768771082e-06,4.365918357507326e-06,-0.3627114103788805
dePablo CV2,test,2,66,0.46153846153846156,0.013862500305790448,0.0034385083193314795,0.15203115344047546,-0.2704668343067169,-1.4021594324731268e-05,-5.017345756641589e-07,2.4945984478108585e-07,0.0025467181112617254,4.099518992006779e-05,-6.752088665962219e-09,-0.00022108857570626864,-3.4053927537695285e-06,-1.4407430881333027e-06,-1.6847377992235124e-05,-4.9962964112637565e-06,-3.3784872357500717e-06,-0.3389829562250921
dePablo CV2,test,2,67,0.46853146853146854,0.013744959110554136,0.0034385083193314795,0.16136173903942108,-0.2479357123374939,-1.4523328900395427e-05,-2.5227473088307306e-07,3.4189451980637386e-07,0.002587713301181793,4.0988437831401825e-05,-1.1757947504520416e-07,-0.00022449396846003816,-4.846135841902831e-06,7.858598662545337e-07,-2.184367440349888e-05,-8.374783647013828e-06,3.351125997141935e-06,-0.3157464213018835
dePablo CV2,test,2,68,0.4755244755244755,0.013495970997514525,0.0034385083193314795,0.17078399658203125,-0.22504758834838867,-1.47756036312785e-05,8.96197889233008e-08,-2.917122401413508e-07,0.002628701739013195,4.087085835635662e-05,9.383074939250946e-08,-0.000229340104301941,-4.0602759756482975e-06,-1.3097664437573754e-07,-3.021845805051271e-05,-5.023657649871893e-06,-5.061820047558285e-06,-0.2921459537566464
dePablo CV2,test,2,69,0.4825174825174825,0.013324491945235401,0.0034385083193314795,0.1801489293575287,-0.2025250345468521,-1.46859838423552e-05,-2.0209245121804997e-07,3.199620550731197e-07,0.0026695725973695517,4.096468910574913e-05,1.2014061212539673e-07,-0.0002334003802775893,-4.191252620024035e-06,1.3097664437573754e-07,-3.52421157003846e-05,-1.0085477697430179e-05,5.562829755945131e-06,-0.2689153902784411
dePablo CV2,test,2,70,0.48951048951048953,0.013041739718864385,0.0034385083193314795,0.18951934576034546,-0.17963595688343048,-1.4888076293573249e-05,1.1786960385506973e-07,-1.8574246496427804e-07,0.002710537286475301,4.108482971787453e-05,2.789311110973358e-07,-0.00023759163289761333,-4.0602759756482975e-06,-7.858598662545337e-07,-4.532759339781478e-05,-4.522647941485047e-06,-4.83575786347501e-06,-0.24531788836397
dePablo CV2,test,2,71,0.4965034965034965,0.012941524325061978,0.0034385083193314795,0.1988290548324585,-0.1572023332118988,-1.477020668971818e-05,-6.787286110920832e-08,-8.167171472450718e-08,0.0027516221161931753,4.136376082897186e-05,-6.58910721540451e-07,-0.00024165190887326163,-4.846135841902831e-06,1.4407430881333298e-06,-4.985024133929983e-05,-9.358405804960057e-06,4.967238055542111e-06,-0.22218043005015742
dePablo CV2,test,2,72,0.5034965034965035,0.01266513648292001,0.0034385083193314795,0.20826099812984467,-0.13421066105365753,-1.4838079550827388e-05,-1.495445758337155e-07,-1.1204883776372299e-07,0.002792985877022147,4.070485010743141e-05,8.395873010158539e-07,-0.00024649804471516446,-3.4053927537695014e-06,-1.4407430881333027e-06,-5.9208647144259885e-05,-4.391167749417946e-06,-6.0581623984035105e-06,-0.19847568207125324
dePablo CV2,test,2,73,0.5104895104895105,0.012565352368170723,0.0034385083193314795,0.2175735980272293,-0.11178034543991089,-1.4987624126661103e-05,-2.615934135974385e-07,-5.859055818291381e-08,0.0028336907271295786,4.1544437408447266e-05,-6.563495844602585e-07,-0.00024990343746893396,-4.846135841902804e-06,7.858598662544795e-07,-6.359981489367783e-05,-1.0449330147821456e-05,5.241992766968906e-06,-0.17534131326242716
dePablo CV2,test,2,74,0.5174825174825175,0.012331039299276871,0.0034385083193314795,0.22694431245326996,-0.0889110267162323,-1.5249217540258542e-05,-3.201839717803523e-07,4.1229213820770383e-07,0.002875235164538026,4.088808782398701e-05,1.3690441846847534e-07,-0.00025474957331083676,-4.060275975648325e-06,-7.858598662544795e-07,-7.404914504149929e-05,-5.20733738085255e-06,-5.682741175405681e-06,-0.15176354775648276
dePablo CV2,test,2,75,0.5244755244755245,0.012188556538966772,0.0034385083193314795,0.23630134761333466,-0.06635047495365143,-1.5569401512038894e-05,9.210816642735153e-08,-1.7743695934768766e-07,0.002916123252362013,4.102499224245548e-05,4.0745362639427185e-08,-0.0002588098492864851,-4.846135841902804e-06,1.4407430881332485e-06,-7.925648242235184e-05,-1.0890078556258231e-05,5.397159839048982e-06,-0.12849558339446615
dePablo CV2,test,2,76,0.5314685314685315,0.011950469659833105,0.0034385083193314795,0.24580222368240356,-0.043231040239334106,-1.5477293345611542e-05,-8.532879292033613e-08,-2.3989559849724174e-07,0.0029571482446044683,4.106573760509491e-05,5.869660526514053e-07,-0.0002636559851283879,-3.4053927537695556e-06,-1.4407430881332485e-06,-9.014656097861007e-05,-5.49291871720925e-06,-6.103764462750405e-06,-0.10465786138914641
dePablo CV2,test,2,77,0.5384615384615384,0.011830513214934973,0.0034385083193314795,0.25501549243927,-0.02093171328306198,-1.556262213853188e-05,-3.2522439141757786e-07,7.877715688664466e-07,0.0029982139822095633,4.1652703657746315e-05,-1.0998919606208801e-06,-0.00026706137788215745,-4.846135841902804e-06,7.203715440666243e-07,-9.563947969581932e-05,-1.1596683179959655e-05,7.780676241964102e-06,-0.08166199089220107
dePablo CV2,test,2,78,0.5454545454545454,0.011554948126980182,0.0034385083193314795,0.26430946588516235,0.0018825121223926544,-1.5887846529949456e-05,4.6254717744886875e-07,-8.16724423202686e-07,0.0030398666858673096,4.0552811697125435e-05,9.278301149606705e-07,-0.00027190751372406025,-4.12576429783618e-06,-6.548832218787148e-07,-0.00010723616287577897,-3.816006937995553e-06,-6.480273441411555e-06,-0.05814512049268826
